# File generated by CMD 3.9 (http://stev.oapd.inaf.it/cmd) on Wed May 13 15:40:16 UTC 2026
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods + transition are from Trabucchi et al. (2021)
# Photometric system: Gaia EDR3 (all Vegamags, Gaia passbands from ESA/Gaia website)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.01471 0.00000 6.00000 0.1720199734 1.5892775171    0.172 -0.792  3.4841  3.354    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.04e-13      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 6.749 8.109 9.888 6.829
0.01471 0.00000 6.00000 0.1776295006 1.6119478529    0.178 -0.767  3.4865  3.353    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.09e-13      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 6.688 8.032 9.793 6.757
0.01471 0.00000 6.00000 0.1823160946 1.6301861728    0.182 -0.741  3.4888  3.347    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.15e-13      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 6.622 7.952 9.697 6.682
0.01471 0.00000 6.00000 0.1880318075 1.6516213872    0.188 -0.705  3.4917  3.336    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.24e-13      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 6.533 7.849 9.578 6.584
0.01471 0.00000 6.00000 0.1968287677 1.6830084010    0.197 -0.649  3.4961  3.317    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.41e-13      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 6.392 7.691 9.400 6.432
0.01471 0.00000 6.00000 0.2071981430 1.7177428600    0.207 -0.635  3.4985  3.335    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.39e-13      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 6.357 7.636 9.326 6.383
0.01471 0.00000 6.00000 0.2167610079 1.7478296369    0.217 -0.633  3.5004  3.361    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.33e-13      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 6.353 7.612 9.282 6.364
0.01471 0.00000 6.00000 0.2263114452 1.7762026451    0.226 -0.619  3.5030  3.376    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.32e-13      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 6.319 7.556 9.206 6.315
0.01471 0.00000 6.00000 0.2357881218 1.8028583145    0.236 -0.593  3.5064  3.381    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.36e-13      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 6.251 7.468 9.095 6.234
0.01471 0.00000 6.00000 0.2451499552 1.8278574931    0.245 -0.551  3.5104  3.372    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.48e-13      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 6.148 7.345 8.949 6.118
0.01471 0.00000 6.00000 0.2620941699 1.8700931894    0.262 -0.510  3.5154  3.380    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.57e-13      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 6.045 7.208 8.775 5.993
0.01471 0.00000 6.00000 0.2779922783 1.9066130843    0.278 -0.499  3.5186  3.408    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.51e-13      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 6.018 7.150 8.685 5.945
0.01471 0.00000 6.00000 0.2939789295 1.9406961724    0.294 -0.487  3.5222  3.434    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.47e-13      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 5.987 7.084 8.582 5.892
0.01471 0.00000 6.00000 0.3192864954 1.9899993515    0.319 -0.450  3.5287  3.458    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.49e-13      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 5.894 6.936 8.374 5.764
0.01471 0.00000 6.00000 0.3438169956 2.0331657468    0.344 -0.421  3.5344  3.485    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.49e-13      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 5.823 6.816 8.201 5.663
0.01471 0.00000 6.00000 0.3569528162 2.0546680008    0.357 -0.405  3.5376  3.498    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.49e-13      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 5.783 6.751 8.108 5.608
0.01471 0.00000 6.00000 0.3894479573 2.1037095299    0.389 -0.358  3.5458  3.521    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.55e-13      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 5.664 6.569 7.856 5.453
0.01471 0.00000 6.00000 0.4000000358 2.1185024810    0.400 -0.345  3.5483  3.530    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.56e-13      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 5.632 6.517 7.783 5.410
0.01471 0.00000 6.00000 0.4072905481 2.1284298820    0.407 -0.334  3.5502  3.534    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.58e-13      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 5.604 6.474 7.723 5.373
0.01471 0.00000 6.00000 0.4686481357 2.2037507834    0.468 -0.244  3.5658  3.568    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.74e-13      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 5.379 6.120 7.236 5.078
0.01471 0.00000 6.00000 0.4985210896 2.2359266490    0.499 -0.203  3.5729  3.582    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.82e-13      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 5.278 5.957 7.014 4.943
0.01471 0.00000 6.00000 0.5000000000 2.2374541529    0.500 -0.201  3.5732  3.583    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.83e-13      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 5.273 5.949 7.003 4.936
0.01471 0.00000 6.00000 0.5007679462 2.2382444003    0.501 -0.200  3.5734  3.583    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.83e-13      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 5.270 5.945 6.998 4.933
0.01471 0.00000 6.00000 0.5170596242 2.2543751520    0.517 -0.177  3.5771  3.589    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.89e-13      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 5.212 5.853 6.874 4.856
0.01471 0.00000 6.00000 0.5341553092 2.2700910800    0.534 -0.153  3.5811  3.595    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.95e-13      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 5.153 5.759 6.748 4.778
0.01471 0.00000 6.00000 0.5500000119 2.2836582633    0.550 -0.133  3.5849  3.602    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.99e-13      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 5.101 5.677 6.640 4.711
0.01471 0.00000 6.00000 0.5686744452 2.2985375013    0.568 -0.108  3.5888  3.608    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.06e-13      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 5.040 5.586 6.522 4.633
0.01471 0.00000 6.00000 0.5895258784 2.3138769674    0.589 -0.081  3.5934  3.615    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.14e-13      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 4.971 5.482 6.388 4.546
0.01471 0.00000 6.00000 0.6000000238 2.3211213258    0.600 -0.066  3.5959  3.618    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.19e-13      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 4.936 5.428 6.319 4.501
0.01471 0.00000 6.00000 0.6102312207 2.3279222382    0.610 -0.055  3.5978  3.621    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.22e-13      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 4.906 5.384 6.263 4.464
0.01471 0.00000 6.00000 0.6331540942 2.3422461400    0.633 -0.027  3.6023  3.628    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -2.3e-13      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 4.838 5.283 6.133 4.379
0.01471 0.00000 6.00000 0.6499999762 2.3520353107    0.650 -0.007  3.6058  3.633    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.37e-13      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 4.788 5.208 6.039 4.316
0.01471 0.00000 6.00000 0.6603559256 2.3577689138    0.660  0.005  3.6076  3.636    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.41e-13      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 4.758 5.165 5.985 4.280
0.01471 0.00000 6.00000 0.6846145391 2.3704222230    0.685  0.034  3.6122  3.641    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.51e-13      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 4.686 5.063 5.858 4.193
0.01471 0.00000 6.00000 0.7000000477 2.3779267258    0.700  0.052  3.6152  3.644    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.58e-13      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 4.641 5.000 5.780 4.138
0.01471 0.00000 6.00000 0.7226876616 2.3883253343    0.723  0.087  3.6241  3.659    0  0.000  0.542     0.00     0.00     0.00     0.00     0.00 -1 -2.71e-13      0.00 7.107e-01 2.745e-01 2.638e-03 7.158e-04 6.496e-03 -1.000 1.476e-02 4.553 4.858 5.594 4.023
0.01471 0.00000 6.00000 0.7500000000 2.3998889087    0.750  0.132  3.6353  3.675    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.89e-13      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 4.441 4.681 5.366 3.880
0.01471 0.00000 6.00000 0.7805930376 2.4117428685    0.781  0.159  3.6387  3.678    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.01e-13      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 4.373 4.593 5.263 3.802
0.01471 0.00000 6.00000 0.8000000119 2.4187244405    0.800  0.176  3.6409  3.681    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.08e-13      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 4.330 4.539 5.199 3.754
0.01471 0.00000 6.00000 0.8290172815 2.4284653723    0.829  0.200  3.6439  3.684    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.18e-13      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 4.270 4.464 5.113 3.688
0.01471 0.00000 6.00000 0.8500000238 2.4350346840    0.850  0.218  3.6461  3.685    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.28e-13      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 4.224 4.407 5.047 3.637
0.01471 0.00000 6.00000 0.8687584996 2.4405997141    0.868  0.233  3.6479  3.687    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.35e-13      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 4.186 4.360 4.993 3.595
0.01471 0.00000 6.00000 0.8999999762 2.4492786016    0.899  0.258  3.6509  3.690    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.48e-13      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 4.125 4.284 4.905 3.528
0.01471 0.00000 6.00000 0.9499999881 2.4618121868    0.950  0.296  3.6554  3.693    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.68e-13      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 4.029 4.169 4.772 3.424
0.01471 0.00000 6.00000 0.9744014144 2.4673946033    0.974  0.313  3.6574  3.695    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.77e-13      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 3.986 4.117 4.713 3.378
0.01471 0.00000 6.00000 1.0000000000 2.4729154477    1.000  0.332  3.6595  3.696    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.89e-13      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 3.940 4.060 4.649 3.327
0.01471 0.00000 6.00000 1.0109714270 2.4751834558    1.011  0.339  3.6603  3.697    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.86e-13      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 3.922 4.039 4.624 3.308
0.01471 0.00000 6.00000 1.0499999523 2.4828114860    1.050  0.365  3.6633  3.699    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.78e-13      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 3.857 3.962 4.538 3.240
0.01471 0.00000 6.00000 1.0526007414 2.4832967343    1.052  0.367  3.6635  3.699    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.78e-13      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 3.853 3.958 4.532 3.235
0.01471 0.00000 6.00000 1.1000000238 2.4916801480    1.099  0.399  3.6669  3.700    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.68e-13      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 3.773 3.865 4.428 3.151
0.01471 0.00000 6.00000 1.1422456503 2.4984816397    1.142  0.424  3.6697  3.702    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.55e-13      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 3.709 3.789 4.343 3.083
0.01471 0.00000 6.00000 1.1499999762 2.4996678137    1.149  0.429  3.6703  3.702    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.53e-13      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 3.697 3.775 4.327 3.070
0.01471 0.00000 6.00000 1.1698299646 2.5026191058    1.169  0.440  3.6715  3.703    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.45e-13      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 3.669 3.743 4.291 3.041
0.01471 0.00000 6.00000 1.2000000477 2.5068948796    1.200  0.458  3.6734  3.705    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.34e-13      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 3.626 3.693 4.236 2.996
0.01471 0.00000 6.00000 1.2004088163 2.5069511164    1.200  0.458  3.6734  3.705    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.34e-13      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 3.626 3.693 4.235 2.996
0.01471 0.00000 6.00000 1.2500000000 2.5134610955    1.250  0.486  3.6764  3.706    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.15e-13      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 3.554 3.611 4.144 2.921
0.01471 0.00000 6.00000 1.2999999523 2.5194498592    1.300  0.514  3.6791  3.707    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.92e-13      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 3.485 3.532 4.057 2.850
0.01471 0.00000 6.00000 1.3499999046 2.5249313472    1.350  0.539  3.6818  3.709    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.65e-13      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 3.424 3.462 3.978 2.786
0.01471 0.00000 6.00000 1.3760294914 2.5276043282    1.376  0.551  3.6831  3.710    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.49e-13      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 3.392 3.426 3.939 2.753
0.01471 0.00000 6.00000 1.3999999762 2.5299650300    1.400  0.563  3.6843  3.710    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.35e-13      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 3.362 3.392 3.902 2.723
0.01471 0.00000 6.00000 1.4500000477 2.5346015836    1.450  0.589  3.6866  3.709    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.05e-13      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 3.298 3.321 3.824 2.657
0.01471 0.00000 6.00000 1.5000000000 2.5388844597    1.500  0.611  3.6889  3.711    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.69e-13      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 3.243 3.259 3.755 2.600
0.01471 0.00000 6.00000 1.5152676105 2.5401276408    1.515  0.617  3.6896  3.711    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.56e-13      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 3.226 3.240 3.734 2.583
0.01471 0.00000 6.00000 1.5499999523 2.5428511323    1.550  0.633  3.6911  3.711    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.31e-13      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 3.187 3.196 3.686 2.543
0.01471 0.00000 6.00000 1.5551893711 2.5432460589    1.555  0.636  3.6913  3.711    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.26e-13      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 3.181 3.190 3.679 2.537
0.01471 0.00000 6.00000 1.6000000238 2.5465340628    1.600  0.656  3.6931  3.711    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -9.09e-14      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 3.131 3.134 3.619 2.486
0.01471 0.00000 6.00000 1.6500000954 2.5499614852    1.649  0.678  3.6951  3.710    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.71e-14      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 3.075 3.073 3.552 2.430
0.01471 0.00000 6.00000 1.7000000477 2.5531580802    1.699  0.700  3.6970  3.709    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 3.020 3.013 3.487 2.374
0.01471 0.00000 6.00000 1.7500000000 2.5561455243    1.749  0.719  3.6989  3.710    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 2.973 2.960 3.429 2.326
0.01471 0.00000 6.00000 1.7999998331 2.5589429021    1.799  0.741  3.7007  3.706    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 2.916 2.899 3.363 2.269
0.01471 0.00000 6.00000 1.8499999046 2.5615671142    1.849  0.761  3.7025  3.706    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.107e-01 2.745e-01 2.620e-03 7.153e-04 6.497e-03 -1.000 1.476e-02 2.868 2.847 3.307 2.220
